data	iloœæ wody dop³yw	suma w zbiorniku po pó³nocy	po odlaniu 	suma w zbiorniku o 8.00	z1	z2	z3									
11.01.2012	3706	344339	344339	337452			337453									
12.01.2012	4091	341158	341158	334334			334335									
13.01.2012	3921	338425	338425	331656			331657									
14.01.2012	2492	335577	335577	328865			328866									
15.01.2012	3582	331357	331357	324729			324730									
16.01.2012	2517	328311	328311	321744			321745									
17.01.2012	2258	324261	324261	317775			317776									
18.01.2012	4049	320033	320033	313632			313633									
19.01.2012	2760	317681	317681	311327			311328									
20.01.2012	3472	314087	314087	307805			307806									
21.01.2012	4208	311277	311277	305051			305052									
22.01.2012	3092	309259	309259	303073			303074									
23.01.2012	2278	306165	306165	300041			300042									
24.01.2012	1697	302319	302319	296272			296273									
25.01.2012	2701	297969	297969	292009			292010									
26.01.2012	2448	294710	294710	288815			288816									
27.01.2012	4285	291263	291263	285437			285438									
28.01.2012	4140	289722	289722	283927			283928									
29.01.2012	2174	288067	288067	282305			282306									
30.01.2012	2206	284479	284479	278789			278790									
31.01.2012	2619	280995	280995	275375			275376									
01.02.2012	4589	277994	277994	272434			272435									
02.02.2012	4253	277023	277023	271482			271483									
03.02.2012	3294	275735	275735	270220			270221									
04.02.2012	3396	273514	273514	268043			268044									
05.02.2012	3958	271439	271439	266010			266011									
06.02.2012	2790	269968	269968	264568			264569									
07.02.2012	4450	267358	267358	262010			262011									
08.02.2012	2943	266460	266460	261130			261131									
09.02.2012	4508	264073	264073	258791			258792									
10.02.2012	3339	263299	263299	258033			258034									
11.02.2012	2589	261372	261372	256144			256145									
12.02.2012	2984	258733	258733	253558			253559									
13.02.2012	2146	256542	256542	251411			251412									
14.02.2012	4063	253557	253557	248485			248486									
15.02.2012	3503	252548	252548	247497			247498									
16.02.2012	2799	251000	251000	245980			245980									
17.02.2012	3491	248779	248779	243803			243804									
18.02.2012	2335	247294	247294	242348			242349									
19.02.2012	2507	244683	244683	239789			239790									
20.02.2012	3211	242296	242296	237450			237451									
21.02.2012	2675	240661	240661	235847			235848									
22.02.2012	2633	238522	238522	233751			233752									
23.02.2012	2386	236384	236384	231656			231657									
24.02.2012	3472	234042	234042	229361			229362									
25.02.2012	1799	232833	232833	228176			228177									
26.02.2012	3157	229975	229975	225375			225376									
27.02.2012	2309	228532	228532	223961			223962									
28.02.2012	1644	226270	226270	221744			221745									
29.02.2012	2697	223388	223388	218920			218921									
01.03.2012	2850	221617	221617	217184			217185									
02.03.2012	4178	220034	220034	215633			215634									
03.03.2012	4023	219811	219811	215414			215415									
04.03.2012	5855	219437	219437	215048			215049									
05.03.2012	4665	220903	220903	216484			216485									
06.03.2012	2939	221149	221149	216726			216727									
07.03.2012	4974	219665	219665	215271			215272									
08.03.2012	5576	220245	220245	215840			215841									
09.03.2012	5366	221416	221416	216987			216988									
10.03.2012	5782	222353	222353	217905			217906									
11.03.2012	5863	223687	223687	219213			219214									
12.03.2012	4972	225076	225076	220574			220575									
13.03.2012	6014	225546	225546	221035			221036									
14.03.2012	4849	227049	227049	222508			222509									
15.03.2012	5377	227357	227357	222809			222810									
16.03.2012	4774	228186	228186	223622			223623									
17.03.2012	6012	228396	228396	223828			223829									
18.03.2012	7738	229840	229840	225243			225244									
19.03.2012	8163	232981	232981	228321			228322									
20.03.2012	6040	236484	236484	231754			231755									
21.03.2012	7264	237794	237794	233038			233039									
22.03.2012	8253	240302	240302	235495			235496									
23.03.2012	7866	243748	243748	238873			238874									
24.03.2012	11294	246739	246739	241804			241805									
25.03.2012	11487	253098	253098	248036			248037									
26.03.2012	13736	259523	259523	254332			254333									
27.03.2012	13902	268068	268068	262706			262707									
28.03.2012	13636	276608	276608	271075			271076									
29.03.2012	14333	284711	284711	279016			279017									
30.03.2012	17103	293349	293349	287482			287483									
31.03.2012	17265	304585	304585	298493			298494									
01.04.2012	16568	315758	315758	309442			309443									
02.04.2012	20145	326010	326010	319489			319490									
03.04.2012	18983	339634	339634	332841			332842									
04.04.2012	19791	351824	351824	344787			344788									
05.04.2012	20998	364578	364578	357286			357287									
06.04.2012	20879	378284	378284	370718			370719									
07.04.2012	22044	391597	391597	383765			383766									
08.04.2012	21257	405809	405809	397692			397693									
09.04.2012	23533	418949	418949	410570			410571									
10.04.2012	22097	434103	434103	425420			425421									
11.04.2012	22866	447517	447517	438566			438567									
12.04.2012	20348	461432	461432	452203			452204									
13.04.2012	22377	472551	472551	463099			463100									
14.04.2012	20394	485476	485476	475766			475767									
15.04.2012	20510	496160	496160	486236			486237									
16.04.2012	18840	506746	506746	496611			496612									
17.04.2012	19755	515451	515451	505141			505142									
18.04.2012	18105	524896	524896	514398			514399									
19.04.2012	15106	532503	532503	521852			521853									
20.04.2012	15443	536958	536958	526218			526219									
21.04.2012	13994	541661	541661	530827			530828									
22.04.2012	12704	544821	544821	533924			533925									
23.04.2012	11066	546628	546628	535695			535696									
24.04.2012	11324	546761	546761	535825			535826									
25.04.2012	10333	547149	547149	536206			536207									
26.04.2012	9324	546539	546539	535608			535609									
27.04.2012	10044	544932	544932	534033			534034									
28.04.2012	9437	544077	544077	533195			533196									
29.04.2012	8904	542632	542632	531779			531780									
30.04.2012	6803	540683	540683	529869			529870									
01.05.2012	6818	536672	536672	525938			525939									
02.05.2012	7569	532756	532756	522100			522101									
03.05.2012	4952	529669	529669	519075			519076									
04.05.2012	5529	524027	524027	513546			513547									
05.05.2012	4474	519075	519075	508693			508694									
06.05.2012	4347	513167	513167	502903			502904									
07.05.2012	4603	507250	507250	497105			497105									
08.05.2012	6694	501708	501708	491673			491674									
09.05.2012	4259	498367	498367	488399			488400									
10.05.2012	3852	492658	492658	482804			482805									
11.05.2012	5872	486656	486656	476922			476923									
12.05.2012	5685	482794	482794	473138			473139									
13.05.2012	5196	478823	478823	469246			469247									
14.05.2012	4374	474442	474442	464953			464954									
15.05.2012	4182	469327	469327	459940			459941									
16.05.2012	4332	464122	464122	454839			454840									
17.05.2012	2758	459171	459171	449987			449988									
18.05.2012	4850	452745	452745	443690			443691									
19.05.2012	4261	448540	448540	439569			439570									
20.05.2012	4285	443830	443830	434953			434954									
21.05.2012	5201	439238	439238	430453			430454									
22.05.2012	4454	435654	435654	426940			426941									
23.05.2012	2547	431394	431394	422766			422767									
24.05.2012	2762	425313	425313	416806			416807									
25.05.2012	4479	419568	419568	411176			411177									
26.05.2012	2095	415655	415655	407341			407342									
27.05.2012	4264	409436	409436	401247			401248									
28.05.2012	3034	405511	405511	397400			397401									
29.05.2012	3663	400434	400434	392425			392426									
30.05.2012	6008	396088	396088	388166			388167									
31.05.2012	4919	394174	394174	386290			386291									
01.06.2012	4343	391209	391209	383384			383385									
02.06.2012	2741	387727	387727	379972			379973									
03.06.2012	2779	382713	382713	375058			375059									
04.06.2012	2346	377837	377837	370280			370281									
05.06.2012	5273	372626	372626	365173			365174									
06.06.2012	5542	370446	370446	363037			363038									
07.06.2012	4598	368579	368579	361207			361208									
08.06.2012	3740	365805	365805	358488			358489									
09.06.2012	4653	362228	362228	354983			354984									
10.06.2012	3277	359636	359636	352443			352444									
11.06.2012	3263	355720	355720	348605			348606									
12.06.2012	4796	351868	351868	344830			344831									
13.06.2012	4397	349626	349626	342633			342634									
14.06.2012	4543	347030	347030	340089			340090									
15.06.2012	3350	344632	344632	337739			337740									
16.06.2012	3580	341089	341089	334267			334268									
17.06.2012	2612	337847	337847	331090			331091									
18.06.2012	5413	333702	333702	327027			327028									
19.06.2012	5194	332440	332440	325791			325792									
20.06.2012	3082	330985	330985	324365			324366									
21.06.2012	2898	327447	327447	320898			320899									
22.06.2012	2415	323796	323796	317320			317321									
23.06.2012	2936	319735	319735	313340			313341									
24.06.2012	2675	316276	316276	309950			309951									
25.06.2012	1713	312625	312625	306372			306373									
26.06.2012	3841	308085	308085	301923			301924									
27.06.2012	2722	305764	305764	299648			299649									
28.06.2012	2575	302370	302370	296322			296323									
29.06.2012	4193	298897	298897	292919			292920									
30.06.2012	2344	297112	297112	291169			291170									
01.07.2012	2947	293513	293513	287642			287643									
02.07.2012	2771	290589	290589	284777			284778									
03.07.2012	5221	287548	287548	281797			281798									
04.07.2012	3861	287018	287018	281277			281278									
05.07.2012	3789	285138	285138	279435			279436									
06.07.2012	4214	283224	283224	277559			277560									
07.07.2012	3506	281773	281773	276137			276138									
08.07.2012	3893	279643	279643	274050			274051									
09.07.2012	3033	277943	277943	272384			272385									
10.07.2012	2965	275417	275417	269908			269909									
11.07.2012	4779	272873	272873	267415			267416									
12.07.2012	3678	272194	272194	266750			266751									
13.07.2012	2656	270428	270428	265019			265020									
14.07.2012	4038	267675	267675	262321			262322									
15.07.2012	4232	266359	266359	261031			261032									
16.07.2012	5357	265263	265263	259957			259958									
17.07.2012	4041	265314	265314	260007			260008									
18.07.2012	4419	264048	264048	258767			258768									
19.07.2012	5012	263186	263186	257922			257923									
20.07.2012	4852	262934	262934	257675			257676									
21.07.2012	8865	262527	262527	257276			257277									
22.07.2012	15095	266141	266141	260818			260819									
23.07.2012	26822	275913	275913	270394			270395									
24.07.2012	38519	297216	297216	291271			291272									
25.07.2012	50271	329790	329790	323194			323195									
26.07.2012	57936	373465	373465	365995			365996									
27.07.2012	58941	423931	423931	415452			415453									
28.07.2012	49510	474393	474393	464905			464906									
29.07.2012	37222	514415	514415	504126			504127									
30.07.2012	25013	541348	541348	530521			530522									
31.07.2012	17372	555534	555534	544423			544424									
01.08.2012	9974	561795	561795	550559			550560									
02.08.2012	7421	560533	560533	549322			549323									
03.08.2012	4003	556743	556743	545608			545609									
04.08.2012	3560	549611	549611	538618			538619									
05.08.2012	3188	542178	542178	531334			531335									
06.08.2012	4114	534522	534522	523831			523832									
07.08.2012	4435	527945	527945	517386			517387									
08.08.2012	2146	521821	521821	511384			511385									
